"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"강원도 강릉시 노암동","366","0366","0000","영진노암2차","50.515","202208","10","8,800","3","1994","남부로163번길 20","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.416","202208","12","75,000","8","2007","해안로 93-8","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","155.416","202208","12","75,000","8","2007","해안로 93-8","20220829","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1061","1061","0000","경포대신도브래뉴로얄카운티","124.837","202208","20","64,000","7","2007","해안로 93-8","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","39-10","0039","0010","삼익비치맨션","84.544","202208","8","25,200","9","1992","해안로 107","","중개거래","강원 강릉시"
"강원도 강릉시 송정동","1064","1064","0000","송정아이파크","84.93","202208","12","60,500","15","2019","경강로 2511","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","5","7,200","8","1999","연주로 132","","직거래","-"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","5","7,200","12","1999","연주로 132","","직거래","-"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","7","8,000","8","1999","연주로 132","","직거래","-"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","202208","8","7,400","10","1999","연주로 132","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","202208","8","7,000","7","1999","연주로 132","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","10","8,900","7","1999","연주로 132","","직거래","-"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","17","8,000","8","1999","연주로 132","20220824","직거래","-"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","30.24","202208","26","6,500","9","1999","연주로 132","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","305-2","0305","0002","삼우그린","43.2","202208","31","8,500","6","1999","연주로 132","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","202208","25","22,000","11","2005","영진3길 43","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","12","0012","0000","영진부영2","59.987","202208","28","19,500","6","2005","영진3길 43","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","380","0380","0000","영진부영3","84.9157","202208","17","26,000","4","2008","영진3길 15","","중개거래","강원 강릉시"
"강원도 강릉시 연곡면 영진리","381","0381","0000","영진코아루비치테라스","29.9674","202208","25","15,200","12","2019","홍질목길 12","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","501","0501","0000","강동3","45.37","202208","17","9,600","2","1993","강변로410번길 35","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","321","0321","0000","강릉입암동금호어울림","84.77","202208","19","34,500","13","2007","성덕로 328-15","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","92-1","0092","0001","녹원","84.88","202208","2","20,000","13","1992","월대산로 57","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-9","0506","0009","대인3","59.685","202208","10","12,500","5","1993","강변로410번길 27","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-9","0506","0009","대인3","59.685","202208","31","13,800","7","1993","강변로410번길 27","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","90-5","0090","0005","은하","39.85","202208","17","5,900","5","2001","월대산로 47","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","90-5","0090","0005","은하","39.85","202208","26","6,500","3","2001","월대산로 47","","직거래","-"
"강원도 강릉시 입암동","641","0641","0000","입암1주공","46.74","202208","5","14,000","2","1986","강변로 364","","직거래","-"
"강원도 강릉시 입암동","641","0641","0000","입암1주공","39.72","202208","18","13,000","5","1986","강변로 364","","직거래","-"
"강원도 강릉시 입암동","641","0641","0000","입암1주공","39.72","202208","26","12,400","1","1986","강변로 364","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","641","0641","0000","입암1주공","39.72","202208","28","14,800","4","1986","강변로 364","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","49","0049","0000","입암2주공","39.3","202208","4","11,400","5","1990","강변로 508","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","49","0049","0000","입암2주공","39.3","202208","8","12,800","5","1990","강변로 508","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","49","0049","0000","입암2주공","46.68","202208","10","15,000","1","1990","강변로 508","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","685","0685","0000","입암4주공","59.8","202208","19","17,200","10","1996","성덕포남로 89","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","685","0685","0000","입암5주공","39.99","202208","25","8,500","1","1996","성덕포남로 89-17","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","685","0685","0000","입암5주공","49.97","202208","30","13,400","11","1996","성덕포남로 89-17","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","2","15,000","3","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","3","15,000","5","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","7","14,450","5","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","10","14,400","3","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","11","14,500","15","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202208","17","20,800","10","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","20","14,500","3","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","21","14,200","2","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202208","23","17,200","1","1998","성덕포남로 39","20220830","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202208","23","17,200","1","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","23","14,500","2","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","59.99","202208","23","19,000","8","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","709-1","0709","0001","입암6주공","49.62","202208","25","15,000","3","1998","성덕포남로 39","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","712","0712","0000","입암동강변코아루오투리움아파트","79.191","202208","15","39,500","10","2019","월대산로 23","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","39.348","202208","9","7,200","5","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","39.348","202208","16","6,500","9","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","39.348","202208","18","5,600","3","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 입암동","506-5","0506","0005","태평양임대","34.722","202208","22","6,700","7","1998","강변로410번길 31-5","","중개거래","강원 강릉시"
"강원도 강릉시 저동","4-4","0004","0004","경포현대","59.785","202208","3","30,000","1","1996","경포로463번안길 14","20220808","중개거래","강원 강릉시"
"강원도 강릉시 저동","4-4","0004","0004","경포현대","59.785","202208","8","30,000","4","1996","경포로463번안길 14","","중개거래","강원 강릉시"
"강원도 강릉시 저동","4-4","0004","0004","경포현대","59.785","202208","9","30,000","3","1996","경포로463번안길 14","","중개거래","강원 강릉시"
"강원도 강릉시 저동","4-4","0004","0004","경포현대","59.785","202208","10","30,000","1","1996","경포로463번안길 14","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1256","1256","0000","교항2주공","39.51","202208","23","11,400","4","2000","연주로 241-7","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","240-11","0240","0011","극동","84.93","202208","29","17,000","7","1991","웃사다리4길 20","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","486","0486","0000","대일아트빌라","59.76","202208","16","6,000","2","1992","매맥이길 34","20220816","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","486","0486","0000","대일아트빌라","59.76","202208","18","6,000","2","1992","매맥이길 34","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","18-6","0018","0006","동방타워맨션","59.975","202208","20","10,000","6","1994","매맥이아랫길 24","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202208","3","7,250","10","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","1166-1","1166","0001","우신그린피아임대","49.86","202208","23","7,100","6","1999","보리골길 26","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","430-1","0430","0001","유성","49.89","202208","29","6,900","4","1991","매맥이윗길 12-4","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 교항리","21","0021","0000","주문진서희스타힐스아파트","59.9534","202208","3","20,000","6","2020","연주로 281-21","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 주문리","329-19","0329","0019","강릉주문진풍림아이원하버뷰","59.45","202208","13","31,000","15","2019","항구로 40","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 주문리","329-19","0329","0019","강릉주문진풍림아이원하버뷰","59.45","202208","29","29,700","15","2019","항구로 40","","직거래","-"
"강원도 강릉시 주문진읍 주문리","61","0061","0000","주문진라일플로리스4차","27.857","202208","5","11,700","10","2017","오리나루2길 25","","중개거래","강원 강릉시"
"강원도 강릉시 주문진읍 주문리","61","0061","0000","주문진라일플로리스4차","23.6661","202208","31","10,100","12","2017","오리나루2길 25","","중개거래","강원 강릉시"
"강원도 강릉시 지변동","334","0334","0000","덕원임대","59.961","202208","24","11,800","13","1998","죽헌길85번길 25","","중개거래","강원 강릉시"
"강원도 강릉시 초당동","128","0128","0000","현대","84.475","202208","8","23,000","6","1995","초당원길 26-2","","직거래","-"
"강원도 강릉시 포남동","1005-252","1005","0252","강릉임대","57.3","202208","1","9,500","2","1986","경강로2246번길 8","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1005-252","1005","0252","강릉임대","57.3","202208","9","11,000","4","1986","경강로2246번길 8","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1005-249","1005","0249","강부1","55.41","202208","9","12,000","1","1987","경강로2256번길 8","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1192-1","1192","0001","고려맨션","84.39","202208","1","20,000","1","1990","경강로2323번길 10","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1068-2","1068","0002","백조","55.59","202208","28","10,700","3","1984","보래미하길53번길 9","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-1","1293","0001","일송","59.135","202208","4","18,500","8","1995","하평3길 37","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-1","1293","0001","일송","58.87","202208","26","19,300","10","1995","하평3길 37","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1135","1135","0000","장미","77.9572","202208","5","7,600","5","1982","남구길5번길 23","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1293-2","1293","0002","청송","84.42","202208","17","31,000","13","1994","하평길 41","","중개거래","강원 강릉시"
"강원도 강릉시 포남동","1065","1065","0000","포남1주공","41.98","202208","19","12,500","4","1981","보래미상길 65","","중개거래","강원 강릉시"
"강원도 강릉시 홍제동","1007","1007","0000","강릉홍제힐스테이트","84.961","202208","30","36,000","2","2007","토성로 39","","중개거래","강원 강릉시"
"강원도 강릉시 홍제동","122","0122","0000","우산","33.225","202208","28","10,000","4","1997","토성로 51","","중개거래","강원 강릉시"
"강원도 강릉시 홍제동","1055","1055","0000","홍제한신휴플러스","84.59","202208","21","44,500","12","2015","토성로 56","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","59.928","202208","4","29,500","5","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","59.928","202208","7","29,800","19","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","84.8956","202208","8","35,000","2","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","59.928","202208","16","29,900","10","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","608","0608","0000","강릉서희스타힐스리버파크","59.928","202208","23","25,000","1","2017","회산로 344","","중개거래","강원 강릉시"
"강원도 강릉시 회산동","610","0610","0000","강릉회산한신더휴","84.9955","202208","11","46,300","6","2019","회산로 313","","중개거래","강원 강릉시"
"강원도 고성군 간성읍 상리","501","0501","0000","동해2","51","202208","23","6,200","5","1990","수성로 90","","중개거래","강원 고성군"
"강원도 고성군 거진읍 송포리","165","0165","0000","거진오션상떼빌","84.73","202208","18","38,000","8","2006","해오름해변길 70","","중개거래","강원 고성군"
"강원도 고성군 토성면 봉포리","384","0384","0000","고성봉포코아루오션비치","75.9201","202208","14","36,000","18","2021","학사촌길 91-7","","중개거래","강원 고성군"
"강원도 고성군 토성면 봉포리","381","0381","0000","봉포스위트엠오션파크","80.4353","202208","23","26,800","11","2020","광포1길 7","","중개거래","강원 고성군, 강원 속초시"
"강원도 고성군 토성면 청간리","217","0217","0000","유진클래시움","37.65","202208","15","13,000","10","2006","아야진해변길 1","","중개거래","강원 속초시"
"강원도 동해시 구미동","521","0521","0000","현진","59.8","202208","5","6,000","9","1995","구미4길 1","","직거래","-"
"강원도 동해시 대진동","2-2","0002","0002","화목썬빌리지","84.863","202208","10","13,190","5","2015","일출로 432","","직거래","-"
"강원도 동해시 대진동","2-2","0002","0002","화목썬빌리지","84.863","202208","10","12,620","4","2015","일출로 432","","직거래","-"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","84.5525","202208","7","13,000","4","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","59.97","202208","12","8,800","18","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동1,2차","45","202208","18","6,800","5","1995","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","대동3차","59.3575","202208","12","9,250","4","1996","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","49-1","0049","0001","대아주택2차","59.76","202208","18","5,700","5","1991","효자남2길 9","","중개거래","강원 동해시"
"강원도 동해시 동회동","442","0442","0000","현대5차","84.9562","202208","30","19,900","16","1999","청운1길 29","","중개거래","강원 동해시"
"강원도 동해시 동회동","86","0086","0000","협성2차","84.72","202208","6","11,500","3","1999","효자남길 8-7","","직거래","-"
"강원도 동해시 발한동","802","0802","0000","동해KD아람채","84.9369","202208","30","27,000","6","2019","지리골길 33","","중개거래","강원 동해시"
"강원도 동해시 발한동","516-1","0516","0001","삼화","50.13","202208","8","3,000","5","1991","동호3길 47","","중개거래","강원 동해시"
"강원도 동해시 발한동","516-1","0516","0001","삼화","54.235","202208","24","4,200","5","1991","동호3길 47","","중개거래","강원 동해시"
"강원도 동해시 발한동","125-2","0125","0002","성남","51.75","202208","13","3,300","5","1986","붉은언덕길 6","","중개거래","강원 동해시"
"강원도 동해시 발한동","599-32","0599","0032","우석2차","51.21","202208","17","3,900","1","1987","수원지2길 23-6","","중개거래","강원 동해시"
"강원도 동해시 발한동","599-30","0599","0030","우석맨션","84.53","202208","12","7,000","2","1992","수원지2길 18-1","","중개거래","강원 동해시"
"강원도 동해시 발한동","599-31","0599","0031","유성","24.84","202208","31","1,650","4","1989","수원지2길 24","","직거래","-"
"강원도 동해시 부곡동","9-2","0009","0002","동성","69.21","202208","19","4,500","4","1987","부곡4길 26","","중개거래","강원 동해시"
"강원도 동해시 부곡동","73-1","0073","0001","동해","63.87","202208","27","3,700","5","1981","가마골길 42-10","","중개거래","강원 동해시"
"강원도 동해시 부곡동","31-2","0031","0002","삼화미성","58.83","202208","27","5,600","1","1991","부곡4길 10","","직거래","-"
"강원도 동해시 부곡동","80","0080","0000","선샤인파크","107.6","202208","3","17,900","9","2005","임항로 10","","중개거래","강원 동해시"
"강원도 동해시 부곡동","111-1","0111","0001","유존","59.58","202208","20","7,300","1","1995","부곡2길 26","","중개거래","강원 동해시"
"강원도 동해시 북평동","327","0327","0000","e편한세상동해","78.88","202208","4","30,000","16","2020","단봉길 39","","중개거래","강원 동해시"
"강원도 동해시 북평동","327","0327","0000","e편한세상동해","78.88","202208","5","30,300","9","2020","단봉길 39","","중개거래","강원 동해시"
"강원도 동해시 북평동","151-5","0151","0005","북평주공2차","47.01","202208","5","4,900","1","1989","전천로 270","","중개거래","강원 동해시"
"강원도 동해시 북평동","151-5","0151","0005","북평주공2차","39.3","202208","7","4,600","4","1989","전천로 270","","중개거래","강원 동해시"
"강원도 동해시 북평동","151-5","0151","0005","북평주공2차","47.01","202208","12","5,200","4","1989","전천로 270","","중개거래","강원 동해시"
"강원도 동해시 북평동","151-5","0151","0005","북평주공2차","39.3","202208","19","4,000","4","1989","전천로 270","","직거래","-"
"강원도 동해시 송정동","1064-2","1064","0002","매화","54.48","202208","25","2,650","4","1986","송정2길 15","","직거래","-"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","49.95","202208","12","7,100","11","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202208","12","9,350","15","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","49.95","202208","12","7,400","9","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","60","202208","13","8,600","1","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","16","5,800","15","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","16","5,800","9","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","17","5,900","2","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","25","5,500","2","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","25","6,200","1","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","49.95","202208","25","6,500","15","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 쇄운동","1100","1100","0000","아름다운아침","39.08","202208","29","6,500","5","2012","효자로 572-1","","중개거래","강원 동해시"
"강원도 동해시 어달동","1-83","0001","0083","삼본임대","40.965","202208","1","6,000","6","1996","해맞이길 231","","중개거래","강원 동해시"
"강원도 동해시 어달동","1-83","0001","0083","삼본임대","40.965","202208","28","8,400","3","1996","해맞이길 231","","중개거래","강원 동해시"
"강원도 동해시 용정동","260-2","0260","0002","범주성지","59.92","202208","19","6,000","5","1996","초원2길 5","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","84.9464","202208","8","28,500","4","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","753","0753","0000","동해이도코아루더스카이","75.4987","202208","10","23,500","5","2019","동해대로 4833","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202208","1","6,230","13","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202208","11","6,600","12","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202208","18","6,400","2","1999","이원길 180-2","","직거래","-"
"강원도 동해시 이도동","155","0155","0000","이도1주공","49.62","202208","25","6,400","9","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","154","0154","0000","이도2주공","59.39","202208","9","9,100","11","1999","이원길 180-2","","중개거래","강원 동해시"
"강원도 동해시 이도동","172","0172","0000","현대","59.97","202208","13","9,200","15","1996","이원길 180","","중개거래","강원 동해시"
"강원도 동해시 이도동","172","0172","0000","현대","84.99","202208","20","13,000","13","1996","이원길 180","","중개거래","강원 동해시"
"강원도 동해시 이로동","433-31","0433","0031","동해규수방","41.94","202208","9","2,950","3","2007","월평로 49","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1077-2","1077","0002","동아","77.58","202208","3","12,000","5","1992","천곡로 56-3","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1077","1077","0000","삼성","73.83","202208","13","16,500","8","1991","대학로 31","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1077","1077","0000","삼성","73.83","202208","23","15,800","15","1991","대학로 31","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1060-2","1060","0002","센트로빌","59.9587","202208","3","8,500","1","2003","한섬로 73","","직거래","-"
"강원도 동해시 천곡동","802-1","0802","0001","유공타워","59.256","202208","29","9,200","12","1996","천곡1길 3","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1111","1111","0000","천곡금호어울림라포레","77.8602","202208","26","30,800","4","2020","항골길 65","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1080","1080","0000","천곡주공1차","43.97","202208","26","8,500","4","1983","천곡로 20","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1080","1080","0000","천곡주공1차","44.78","202208","29","8,200","2","1983","천곡로 20","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","39.6","202208","4","8,000","1","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","39.99","202208","6","8,300","1","1989","샘실1길 5","","중개거래","강원 동해시"
"강원도 동해시 천곡동","415","0415","0000","천곡주공4차","39.6","202208","16","7,000","4","1989","샘실1길 5","","중개거래","강원 동해시, 강원 삼척시"
"강원도 동해시 천곡동","794","0794","0000","한양2차","49.81","202208","11","7,500","15","1991","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양2차","84.855","202208","13","13,000","4","1991","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양2차","84.855","202208","13","13,000","4","1991","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양2차","72.71","202208","26","9,200","7","1991","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양3차","72.71","202208","11","10,000","7","1992","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양3차","69.36","202208","19","7,000","5","1992","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양3차","39.1","202208","23","5,300","7","1992","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","794","0794","0000","한양3차","69.36","202208","30","9,200","3","1992","천곡로 15","","중개거래","강원 동해시"
"강원도 동해시 천곡동","1103","1103","0000","한양수자인","71.839","202208","10","20,900","15","2016","평릉1길 37-1","","직거래","-"
